	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
LPIN1	2111.66000207	-1.03245030911	0.0272461267419	-37.8934708368	0.0	0.0
B3GAT2	113.972758617	-2.73634785338	0.0521532195548	-52.4674771133	0.0	0.0
GOLT1A	339.715960512	4.67149253932	0.0849524443246	54.9895012022	0.0	0.0
SREK1	5377.64035664	-1.27327292601	0.0297493248311	-42.8000612868	0.0	0.0
KRT1	82.8092501631	-5.67840126631	0.139382153324	-40.7398015519	0.0	0.0
CLK3	3662.55630344	-1.16979013625	0.0234917905199	-49.7956992788	0.0	0.0
MTRF1	307.958349643	-1.13326158992	0.0291075377594	-38.9336122929	0.0	0.0
ADAM33	1173.79379479	-5.01437134363	0.086894293555	-57.7065666626	0.0	0.0
CUL9	2567.64157001	-0.84118022725	0.0222623366342	-37.784902864	0.0	0.0
FBLN5	3235.01069478	-2.46380062379	0.0574012298651	-42.9224361495	0.0	0.0
SIDT2	3528.98640889	-0.831317458303	0.0214651545163	-38.7286966732	0.0	0.0
CDK20	793.638470842	-1.09532555546	0.028897236895	-37.9041622366	0.0	0.0
ATN1	18359.3820475	-1.49787607614	0.0273551807859	-54.7565774786	0.0	0.0
ZMAT3	3428.90793398	1.89008607613	0.0446746809061	42.307768915	0.0	0.0
RAD23B	10134.3021359	1.52465132564	0.037121123751	41.0723375691	0.0	0.0
CLDN2	432.219941929	4.93092271592	0.130723722487	37.7201828568	0.0	0.0
TAF4	807.626820603	-0.769694961478	0.0199936669748	-38.4969381779	0.0	0.0
GALE	2359.6087193	2.96027911776	0.0641173386389	46.1697129139	0.0	0.0
CFAP157	64.1015962537	-2.00792934476	0.0530891600481	-37.821832987	0.0	0.0
CFD	4067.60181219	-4.43649685555	0.0833064478914	-53.2551437235	0.0	0.0
SCD5	5442.99346958	2.08595360444	0.0504285523148	41.3645347465	0.0	0.0
ZFP28	543.638005543	-0.900451949393	0.0233747088985	-38.5224882715	0.0	0.0
DMPK	2645.95107578	-2.32765145098	0.0489960335206	-47.5069364543	0.0	0.0
PIGG	2681.93161901	-0.896301194824	0.0209145636078	-42.8553620162	0.0	0.0
EBLN2	54.351369996	-2.55165278143	0.0636711374406	-40.0755017736	0.0	0.0
GLT1D1	452.436397629	3.28567215721	0.0745136512454	44.0949021058	0.0	0.0
NPIPB13	235.557208899	-3.80433585441	0.0735030431703	-51.7575285366	0.0	0.0
ASIC3	139.381416756	-3.64217766437	0.0738524856037	-49.3169273126	0.0	0.0
PODN	3032.73243336	-4.31727382853	0.104346020896	-41.3745899598	0.0	0.0
ABCA9	952.752916918	-5.3279157331	0.0931523373061	-57.1957278494	0.0	0.0
AHSA2	7011.01498519	-2.60659501145	0.0561990027684	-46.3815171631	0.0	0.0
CLDN16	3128.30642312	6.91516197983	0.126443362278	54.6897983036	0.0	0.0
SRRT	5156.97850873	-0.906306457237	0.0216332978932	-41.8940497058	0.0	0.0
SRP68	5366.29543128	0.718857553017	0.0186689024087	38.5056141641	0.0	0.0
CENPT	2188.61062751	-2.4838658553	0.0402937086692	-61.6440118653	0.0	0.0
AGAP6	1309.18794558	-2.2934623032	0.0493693289978	-46.4552050789	0.0	0.0
CREBL2	4825.56265964	0.993331670135	0.0259884061231	38.2221081751	0.0	0.0
KANSL3	3516.63174106	-0.871049287111	0.0182763784259	-47.6598408509	0.0	0.0
PTCD3	2510.89011038	-0.900058580705	0.0184694567816	-48.7322714115	0.0	0.0
DNAJC8	4461.14224848	0.632583057671	0.0160055252868	39.5227926816	0.0	0.0
D2HGDH	2913.33080629	-2.22392403937	0.0481467688191	-46.1905148345	0.0	0.0
SETD1B	2760.39599383	-1.11614925892	0.0268644964463	-41.5473731715	0.0	0.0
ZNF891	380.501607041	-1.55394628158	0.0340548505606	-45.6306886097	0.0	0.0
DOT1L	2121.93253688	-2.06092829276	0.0344714165318	-59.7865855283	0.0	0.0
UBE2G2	4304.67141339	-1.05726048564	0.0240682044159	-43.9276843161	0.0	0.0
SMTN	2866.56363801	-2.12852656644	0.0539894971383	-39.4248266657	0.0	0.0
CCND1	17883.3025849	2.65297477867	0.0487370164902	54.4344929116	0.0	0.0
LRRC75A	627.444312151	2.06019957275	0.0484208877148	42.5477447849	0.0	0.0
STK36	2083.64575058	-1.79398658276	0.0346466538768	-51.7795048589	0.0	0.0
PKD1	3813.43701363	-1.77905247696	0.0298321720436	-59.6353652814	0.0	0.0
CHID1	4265.4476683	1.1788588933	0.0302589589579	38.959003677	0.0	0.0
SLC26A10	73.5963756959	-3.30650011106	0.083571303129	-39.5650179818	0.0	0.0
KIAA0907	2762.57836281	-1.44654498783	0.0356335451311	-40.5950343282	0.0	0.0
LTB4R2	154.863709301	-2.1634182662	0.0560529918753	-38.5959463326	0.0	0.0
BCL6	3863.32069009	-2.08917421316	0.0484712373849	-43.1013179336	0.0	0.0
RMI2	340.377122412	3.13195362084	0.0678400020083	46.1667678084	0.0	0.0
ARHGEF7	3182.43967712	-1.48461096625	0.0270785248736	-54.8261389121	0.0	0.0
FUCA1	6618.62426527	1.87823327381	0.0372275673065	50.4527534219	0.0	0.0
PRR15	3319.06649852	6.32378733572	0.116184820083	54.4286881127	0.0	0.0
HMGA2	1502.2593508	6.3958342197	0.115976574126	55.1476388047	0.0	0.0
EIF3I	8029.74515319	0.962796299006	0.0235617306792	40.8627155668	0.0	0.0
HGF	389.678054611	-2.84912990982	0.0749159021617	-38.0310431778	0.0	0.0
